NAZ_OBEC,KOD_LAU1,NAZ_LAU1,KOD_CZNUTS3,NAZ_CZNUTS3
Ohrazenice,CZ020B,Příbram,CZ020,Středočeský kraj
Ruda nad Moravou,CZ0715,Šumperk,CZ071,Olomoucký kraj
Sobotín,CZ0715,Šumperk,CZ071,Olomoucký kraj
Hradiště,CZ0326,Rokycany,CZ032,Plzeňský kraj
Ouběnice,CZ020B,Příbram,CZ020,Středočeský kraj
Pečice,CZ020B,Příbram,CZ020,Středočeský kraj
Stará Červená Voda,CZ0711,Jeseník,CZ071,Olomoucký kraj
Petrovice,CZ020B,Příbram,CZ020,Středočeský kraj
Pičín,CZ020B,Příbram,CZ020,Středočeský kraj
Zvíkovec,CZ0326,Rokycany,CZ032,Plzeňský kraj
Staré Město,CZ0715,Šumperk,CZ071,Olomoucký kraj
Počepice,CZ020B,Příbram,CZ020,Středočeský kraj
Bezděkov,CZ0326,Rokycany,CZ032,Plzeňský kraj
Sudkov,CZ0715,Šumperk,CZ071,Olomoucký kraj
Supíkovice,CZ0711,Jeseník,CZ071,Olomoucký kraj
Svébohov,CZ0715,Šumperk,CZ071,Olomoucký kraj
Prosenická Lhota,CZ020B,Příbram,CZ020,Středočeský kraj
Chomle,CZ0326,Rokycany,CZ032,Plzeňský kraj
Kamenný Újezd,CZ0326,Rokycany,CZ032,Plzeňský kraj
Štíty,CZ0715,Šumperk,CZ071,Olomoucký kraj
Svojkovice,CZ0326,Rokycany,CZ032,Plzeňský kraj
Nevid,CZ0326,Rokycany,CZ032,Plzeňský kraj
Rosovice,CZ020B,Příbram,CZ020,Středočeský kraj
Uhelná,CZ0711,Jeseník,CZ071,Olomoucký kraj
Úsov,CZ0715,Šumperk,CZ071,Olomoucký kraj
Úsov,CZ0715,Šumperk,CZ071,Olomoucký kraj
Rožmitál pod Třemšínem,CZ020B,Příbram,CZ020,Středočeský kraj
Vápenná,CZ0711,Jeseník,CZ071,Olomoucký kraj
Rybníky,CZ020B,Příbram,CZ020,Středočeský kraj
Velké Losiny,CZ0715,Šumperk,CZ071,Olomoucký kraj
Sádek,CZ020B,Příbram,CZ020,Středočeský kraj
Sedlčany,CZ020B,Příbram,CZ020,Středočeský kraj
Horní Kozolupy,CZ0327,Tachov,CZ032,Plzeňský kraj
Vidnava,CZ0711,Jeseník,CZ071,Olomoucký kraj
Smolotely,CZ020B,Příbram,CZ020,Středočeský kraj
Solenice,CZ020B,Příbram,CZ020,Středočeský kraj
Stará Huť,CZ020B,Příbram,CZ020,Středočeský kraj
Vlčice,CZ0711,Jeseník,CZ071,Olomoucký kraj
Zábřeh,CZ0715,Šumperk,CZ071,Olomoucký kraj
Zábřeh,CZ0715,Šumperk,CZ071,Olomoucký kraj
Zábřeh,CZ0715,Šumperk,CZ071,Olomoucký kraj
Zadní Chodov,CZ0327,Tachov,CZ032,Plzeňský kraj
Suchodol,CZ020B,Příbram,CZ020,Středočeský kraj
Svaté Pole,CZ020B,Příbram,CZ020,Středočeský kraj
Svatý Jan,CZ020B,Příbram,CZ020,Středočeský kraj
Broumov,CZ0327,Tachov,CZ032,Plzeňský kraj
Štětkovice,CZ020B,Příbram,CZ020,Středočeský kraj
Tochovice,CZ020B,Příbram,CZ020,Středočeský kraj
Únehle,CZ0327,Tachov,CZ032,Plzeňský kraj
Obora,CZ0327,Tachov,CZ032,Plzeňský kraj
Třebsko,CZ020B,Příbram,CZ020,Středočeský kraj
Zhoř,CZ0327,Tachov,CZ032,Plzeňský kraj
Zvole,CZ0715,Šumperk,CZ071,Olomoucký kraj
Prostiboř,CZ0327,Tachov,CZ032,Plzeňský kraj
Kokašice,CZ0327,Tachov,CZ032,Plzeňský kraj
Věšín,CZ020B,Příbram,CZ020,Středočeský kraj
Višňová,CZ020B,Příbram,CZ020,Středočeský kraj
Volenice,CZ020B,Příbram,CZ020,Středočeský kraj
Milíře,CZ0327,Tachov,CZ032,Plzeňský kraj
Voznice,CZ020B,Příbram,CZ020,Středočeský kraj
Kočov,CZ0327,Tachov,CZ032,Plzeňský kraj
Vranovice,CZ020B,Příbram,CZ020,Středočeský kraj
Žulová,CZ0711,Jeseník,CZ071,Olomoucký kraj
Vysoká u Příbramě,CZ020B,Příbram,CZ020,Středočeský kraj
Vysoký Chlumec,CZ020B,Příbram,CZ020,Středočeský kraj
Brod nad Tichou,CZ0327,Tachov,CZ032,Plzeňský kraj
Zalužany,CZ020B,Příbram,CZ020,Středočeský kraj
Tisová,CZ0327,Tachov,CZ032,Plzeňský kraj
Vsetín,CZ0723,Vsetín,CZ072,Zlínský kraj
Branky,CZ0723,Vsetín,CZ072,Zlínský kraj
Rakovník,CZ020C,Rakovník,CZ020,Středočeský kraj
Záchlumí,CZ0327,Tachov,CZ032,Plzeňský kraj
Branov,CZ020C,Rakovník,CZ020,Středočeský kraj
Ošelín,CZ0327,Tachov,CZ032,Plzeňský kraj
Čistá,CZ020C,Rakovník,CZ020,Středočeský kraj
Lom u Tachova,CZ0327,Tachov,CZ032,Plzeňský kraj
Bystřička,CZ0723,Vsetín,CZ072,Zlínský kraj
Hořesedly,CZ020C,Rakovník,CZ020,Středočeský kraj
Hořovičky,CZ020C,Rakovník,CZ020,Středočeský kraj
Myslovice,CZ0322,Klatovy,CZ032,Plzeňský kraj
Ježovy,CZ0322,Klatovy,CZ032,Plzeňský kraj
Hřebečníky,CZ020C,Rakovník,CZ020,Středočeský kraj
Hředle,CZ020C,Rakovník,CZ020,Středočeský kraj
Poleň,CZ0322,Klatovy,CZ032,Plzeňský kraj
Hejná,CZ0322,Klatovy,CZ032,Plzeňský kraj
Dolní Bečva,CZ0723,Vsetín,CZ072,Zlínský kraj
Chrášťany,CZ020C,Rakovník,CZ020,Středočeský kraj
Kejnice,CZ0322,Klatovy,CZ032,Plzeňský kraj
Jesenice,CZ020C,Rakovník,CZ020,Středočeský kraj
Jesenice,CZ020C,Rakovník,CZ020,Středočeský kraj
Běhařov,CZ0322,Klatovy,CZ032,Plzeňský kraj
Klenová,CZ0322,Klatovy,CZ032,Plzeňský kraj
Javor,CZ0322,Klatovy,CZ032,Plzeňský kraj
Kněževes,CZ020C,Rakovník,CZ020,Středočeský kraj
Týnec,CZ0322,Klatovy,CZ032,Plzeňský kraj
Kolešovice,CZ020C,Rakovník,CZ020,Středočeský kraj
Kounov,CZ020C,Rakovník,CZ020,Středočeský kraj
Obytce,CZ0322,Klatovy,CZ032,Plzeňský kraj
Břežany,CZ0322,Klatovy,CZ032,Plzeňský kraj
Kvášňovice,CZ0322,Klatovy,CZ032,Plzeňský kraj
Kroučová,CZ020C,Rakovník,CZ020,Středočeský kraj
Olšany,CZ0322,Klatovy,CZ032,Plzeňský kraj
Krupá,CZ020C,Rakovník,CZ020,Středočeský kraj
Krušovice,CZ020C,Rakovník,CZ020,Středočeský kraj
Křivoklát,CZ020C,Rakovník,CZ020,Středočeský kraj
Lány,CZ0203,Kladno,CZ020,Středočeský kraj
Lašovice,CZ020C,Rakovník,CZ020,Středočeský kraj
Lišany,CZ020C,Rakovník,CZ020,Středočeský kraj
Číhaň,CZ0322,Klatovy,CZ032,Plzeňský kraj
Lubná,CZ020C,Rakovník,CZ020,Středočeský kraj
Lužná,CZ020C,Rakovník,CZ020,Středočeský kraj
Mlýnské Struhadlo,CZ0322,Klatovy,CZ032,Plzeňský kraj
Městečko,CZ020C,Rakovník,CZ020,Středočeský kraj
Milostín,CZ020C,Rakovník,CZ020,Středočeský kraj
Hnačov,CZ0322,Klatovy,CZ032,Plzeňský kraj
Horská Kvilda,CZ0322,Klatovy,CZ032,Plzeňský kraj
Mšec,CZ020C,Rakovník,CZ020,Středočeský kraj
Mšecké Žehrovice,CZ020C,Rakovník,CZ020,Středočeský kraj
Mutějovice,CZ020C,Rakovník,CZ020,Středočeský kraj
Nesuchyně,CZ020C,Rakovník,CZ020,Středočeský kraj
Modrava,CZ0322,Klatovy,CZ032,Plzeňský kraj
Borovy,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj
Nové Strašecí,CZ020C,Rakovník,CZ020,Středočeský kraj
Červené Poříčí,CZ0322,Klatovy,CZ032,Plzeňský kraj
Nový Dům,CZ020C,Rakovník,CZ020,Středočeský kraj
Olešná,CZ020C,Rakovník,CZ020,Středočeský kraj
Oráčov,CZ020C,Rakovník,CZ020,Středočeský kraj
Panoší Újezd,CZ020C,Rakovník,CZ020,Středočeský kraj
Petrovice,CZ020C,Rakovník,CZ020,Středočeský kraj
Pochvalov,CZ020C,Rakovník,CZ020,Středočeský kraj
Příčina,CZ020C,Rakovník,CZ020,Středočeský kraj
Pšovlky,CZ020C,Rakovník,CZ020,Středočeský kraj
Pustověty,CZ020C,Rakovník,CZ020,Středočeský kraj
Nezdice,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj
Blazice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Ruda,CZ020C,Rakovník,CZ020,Středočeský kraj
Rynholec,CZ020C,Rakovník,CZ020,Středočeský kraj
Honětice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Řevničov,CZ020C,Rakovník,CZ020,Středočeský kraj
Senec,CZ020C,Rakovník,CZ020,Středočeský kraj
Senomaty,CZ020C,Rakovník,CZ020,Středočeský kraj
Skryje,CZ020C,Rakovník,CZ020,Středočeský kraj
Vrbka,CZ0721,Kroměříž,CZ072,Zlínský kraj
Trnovany,CZ0423,Litoměřice,CZ042,Ústecký kraj
Slabce,CZ020C,Rakovník,CZ020,Středočeský kraj
Černouček,CZ0423,Litoměřice,CZ042,Ústecký kraj
Srbeč,CZ020C,Rakovník,CZ020,Středočeský kraj
Oleško,CZ0423,Litoměřice,CZ042,Ústecký kraj
Svojetín,CZ020C,Rakovník,CZ020,Středočeský kraj
Sýkořice,CZ020C,Rakovník,CZ020,Středočeský kraj
Šanov,CZ020C,Rakovník,CZ020,Středočeský kraj
Záluží,CZ0423,Litoměřice,CZ042,Ústecký kraj
Malíč,CZ0423,Litoměřice,CZ042,Ústecký kraj
Třeboc,CZ020C,Rakovník,CZ020,Středočeský kraj
Třtice,CZ020C,Rakovník,CZ020,Středočeský kraj
Michalovice,CZ0423,Litoměřice,CZ042,Ústecký kraj
Píšťany,CZ0423,Litoměřice,CZ042,Ústecký kraj
Blšany u Loun,CZ0424,Louny,CZ042,Ústecký kraj
Opočno,CZ0424,Louny,CZ042,Ústecký kraj
Velká Buková,CZ020C,Rakovník,CZ020,Středočeský kraj
Cítoliby,CZ0424,Louny,CZ042,Ústecký kraj
Obora,CZ0424,Louny,CZ042,Ústecký kraj
Všetaty,CZ020C,Rakovník,CZ020,Středočeský kraj
Zavidov,CZ020C,Rakovník,CZ020,Středočeský kraj
Zbečno,CZ020C,Rakovník,CZ020,Středočeský kraj
Černčice,CZ0424,Louny,CZ042,Ústecký kraj
Nová Ves,CZ0424,Louny,CZ042,Ústecký kraj
Francova Lhota,CZ0723,Vsetín,CZ072,Zlínský kraj
Halenkov,CZ0723,Vsetín,CZ072,Zlínský kraj
Horní Bečva,CZ0723,Vsetín,CZ072,Zlínský kraj
Horní Lideč,CZ0723,Vsetín,CZ072,Zlínský kraj
Hošťálková,CZ0723,Vsetín,CZ072,Zlínský kraj
Hovězí,CZ0723,Vsetín,CZ072,Zlínský kraj
Huslenky,CZ0723,Vsetín,CZ072,Zlínský kraj
Hutisko-Solanec,CZ0723,Vsetín,CZ072,Zlínský kraj
Choryně,CZ0723,Vsetín,CZ072,Zlínský kraj
Jablůnka,CZ0723,Vsetín,CZ072,Zlínský kraj
Jarcová,CZ0723,Vsetín,CZ072,Zlínský kraj
Karolinka,CZ0723,Vsetín,CZ072,Zlínský kraj
Kateřinice,CZ0723,Vsetín,CZ072,Zlínský kraj
Kelč,CZ0723,Vsetín,CZ072,Zlínský kraj
Kladeruby,CZ0723,Vsetín,CZ072,Zlínský kraj
Žerotín,CZ0424,Louny,CZ042,Ústecký kraj
Kunovice,CZ0723,Vsetín,CZ072,Zlínský kraj
Lačnov,CZ0723,Vsetín,CZ072,Zlínský kraj
Staňkovice,CZ0424,Louny,CZ042,Ústecký kraj
Hruška,CZ0713,Prostějov,CZ071,Olomoucký kraj
Pavlíkov,CZ020C,Rakovník,CZ020,Středočeský kraj
České Budějovice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
České Budějovice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Leskovec,CZ0723,Vsetín,CZ072,Zlínský kraj
Borek,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Borovany,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Boršov nad Vltavou,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Lešná,CZ0723,Vsetín,CZ072,Zlínský kraj
Čejkovice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Hamr na Jezeře,CZ0511,Česká Lípa,CZ051,Liberecký kraj
Proseč pod Ještědem,CZ0513,Liberec,CZ051,Liberecký kraj
Heřmanice,CZ0513,Liberec,CZ051,Liberecký kraj
Dívčice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Lidečko,CZ0723,Vsetín,CZ072,Zlínský kraj
Dolní Bukovsko,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Liptál,CZ0723,Vsetín,CZ072,Zlínský kraj
Doudleby,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Loučka,CZ0723,Vsetín,CZ072,Zlínský kraj
Loučka,CZ0723,Vsetín,CZ072,Zlínský kraj
Dříteň,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Lužná,CZ0723,Vsetín,CZ072,Zlínský kraj
Dubné,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Dynín,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Malá Bystřice,CZ0723,Vsetín,CZ072,Zlínský kraj
Stráž nad Nisou,CZ0513,Liberec,CZ051,Liberecký kraj
Hluboká nad Vltavou,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Homole,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Mikulůvka,CZ0723,Vsetín,CZ072,Zlínský kraj
Horní Stropnice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Hosín,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Čtveřín,CZ0513,Liberec,CZ051,Liberecký kraj
Hranice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Hrdějovice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Nový Hrozenkov,CZ0723,Vsetín,CZ072,Zlínský kraj
Oznice,CZ0723,Vsetín,CZ072,Zlínský kraj
Radimovice,CZ0513,Liberec,CZ051,Liberecký kraj
Chrášťany,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Chrášťany,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Žďárek,CZ0513,Liberec,CZ051,Liberecký kraj
Jankov,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Police,CZ0723,Vsetín,CZ072,Zlínský kraj
Jílovice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Bynovec,CZ0421,Děčín,CZ042,Ústecký kraj
Pozděchov,CZ0723,Vsetín,CZ072,Zlínský kraj
Kamenný Újezd,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Prlov,CZ0723,Vsetín,CZ072,Zlínský kraj
Janov,CZ0421,Děčín,CZ042,Ústecký kraj
Prostřední Bečva,CZ0723,Vsetín,CZ072,Zlínský kraj
Labská Stráň,CZ0421,Děčín,CZ042,Ústecký kraj
Vincencov,CZ0713,Prostějov,CZ071,Olomoucký kraj
Pržno,CZ0723,Vsetín,CZ072,Zlínský kraj
Ledenice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Libín,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Příštpo,CZ0634,Třebíč,CZ063,Kraj Vysočina
Lipí,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Lišov,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Lišov,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Ratiboř,CZ0723,Vsetín,CZ072,Zlínský kraj
Litvínovice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Ločenice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Mladošovice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Nedabyle,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Bačkovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Rožnov pod Radhoštěm,CZ0723,Vsetín,CZ072,Zlínský kraj
Růžďka,CZ0723,Vsetín,CZ072,Zlínský kraj
Nové Hrady,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Lhotice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Olešnice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Olešník,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Seninka,CZ0723,Vsetín,CZ072,Zlínský kraj
Střelná,CZ0723,Vsetín,CZ072,Zlínský kraj
Střítež nad Bečvou,CZ0723,Vsetín,CZ072,Zlínský kraj
Študlov,CZ0723,Vsetín,CZ072,Zlínský kraj
Valašská Bystřice,CZ0723,Vsetín,CZ072,Zlínský kraj
Lovčovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Radošovice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Roudné,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Rudolfov,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Rudolfov,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Valašská Polanka,CZ0723,Vsetín,CZ072,Zlínský kraj
Římov,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Sedlec,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Slavče,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Menhartice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Radotice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Valašské Meziříčí,CZ0723,Vsetín,CZ072,Zlínský kraj
Srubec,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Staré Hodějovice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Strážkovice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Střížov,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Svatý Jan nad Malší,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Valašské Příkazy,CZ0723,Vsetín,CZ072,Zlínský kraj
Ševětín,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Štěpánovice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Velká Lhota,CZ0723,Vsetín,CZ072,Zlínský kraj
Temelín,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Velké Karlovice,CZ0723,Vsetín,CZ072,Zlínský kraj
Trhové Sviny,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Slavíkovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Vidče,CZ0723,Vsetín,CZ072,Zlínský kraj
Týn nad Vltavou,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Vigantice,CZ0723,Vsetín,CZ072,Zlínský kraj
Včelná,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Zašová,CZ0723,Vsetín,CZ072,Zlínský kraj
Zděchov,CZ0723,Vsetín,CZ072,Zlínský kraj
Zubří,CZ0723,Vsetín,CZ072,Zlínský kraj
Vrábče,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Domašov nad Bystřicí,CZ0712,Olomouc,CZ071,Olomoucký kraj
Všemyslice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Skalička,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj
Kožichovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Záboří,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Velký Karlov,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Zliv,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Žabovřesky,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Žár,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Žimutice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Žimutice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Žimutice,CZ0311,České Budějovice,CZ031,Jihočeský kraj
Český Krumlov,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Benešov nad Černou,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Besednice,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Boletice,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Brloh,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Bujanov,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Černá v Pošumaví,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Dolní Dvořiště,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Dolní Třebonín,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Frymburk,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Holubov,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Horní Dvořiště,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Horní Planá,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Hořice na Šumavě,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Starý Šachov,CZ0421,Děčín,CZ042,Ústecký kraj
Chvalšiny,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Kájov,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Kaplice,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Křemže,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Lipno nad Vltavou,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Loučovice,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Malonty,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Mirkovice,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Netřebice,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Omlenice,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Markvartice,CZ0421,Děčín,CZ042,Ústecký kraj
Pohorská Ves,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Lobendava,CZ0421,Děčín,CZ042,Ústecký kraj
Přední Výtoň,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Přídolí,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Přísečná,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Rožmberk nad Vltavou,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Rožmitál na Šumavě,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Dobrná,CZ0421,Děčín,CZ042,Ústecký kraj
Merboltice,CZ0421,Děčín,CZ042,Ústecký kraj
Soběnov,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Světlík,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Velešín,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Větřní,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Vyšší Brod,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Dolní Habartice,CZ0421,Děčín,CZ042,Ústecký kraj
Zlatá Koruna,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Zubčice,CZ0312,Český Krumlov,CZ031,Jihočeský kraj
Jindřichův Hradec,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Františkov nad Ploučnicí,CZ0421,Děčín,CZ042,Ústecký kraj
Borová Lada,CZ0315,Prachatice,CZ031,Jihočeský kraj
Horní Habartice,CZ0421,Děčín,CZ042,Ústecký kraj
Lažany,CZ0513,Liberec,CZ051,Liberecký kraj
Paceřice,CZ0513,Liberec,CZ051,Liberecký kraj
Černousy,CZ0513,Liberec,CZ051,Liberecký kraj
Jimlín,CZ0424,Louny,CZ042,Ústecký kraj
Budeč,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Budíškovice,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Budíškovice,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Cizkrajov,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Pesvice,CZ0422,Chomutov,CZ042,Ústecký kraj
Račetice,CZ0422,Chomutov,CZ042,Ústecký kraj
České Velenice,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Český Rudolec,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Číměř,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Dačice,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Dačice,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Dešná,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Deštná,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Nezabylice,CZ0422,Chomutov,CZ042,Ústecký kraj
Úherce,CZ0424,Louny,CZ042,Ústecký kraj
Ryjice,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj
Bačkov,CZ0631,Havlíčkův Brod,CZ063,Kraj Vysočina
Jitkov,CZ0631,Havlíčkův Brod,CZ063,Kraj Vysočina
Kozly,CZ0511,Česká Lípa,CZ051,Liberecký kraj
Kvítkov,CZ0511,Česká Lípa,CZ051,Liberecký kraj
Tuhaň,CZ0511,Česká Lípa,CZ051,Liberecký kraj
Slunečná,CZ0511,Česká Lípa,CZ051,Liberecký kraj
Svojkov,CZ0511,Česká Lípa,CZ051,Liberecký kraj
Hatín,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Heřmaneč,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Kunratice,CZ0421,Děčín,CZ042,Ústecký kraj
Srbská Kamenice,CZ0421,Děčín,CZ042,Ústecký kraj
Horní Pěna,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Buková,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj
Horní Radouň,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Míšov,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj
Hospříz,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Úherce,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj
Chraberce,CZ0424,Louny,CZ042,Ústecký kraj
Volevčice,CZ0425,Most,CZ042,Ústecký kraj
Hříšice,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Kámen,CZ0421,Děčín,CZ042,Ústecký kraj
Chlum u Třeboně,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Litíč,CZ0525,Trutnov,CZ052,Královéhradecký kraj
Sirá,CZ0326,Rokycany,CZ032,Plzeňský kraj
Ludvíkovice,CZ0421,Děčín,CZ042,Ústecký kraj
Jarošov nad Nežárkou,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Loučná pod Klínovcem,CZ0422,Chomutov,CZ042,Ústecký kraj
Těškov,CZ0326,Rokycany,CZ032,Plzeňský kraj
Týček,CZ0326,Rokycany,CZ032,Plzeňský kraj
Kardašova Řečice,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Újezd u Svatého Kříže,CZ0326,Rokycany,CZ032,Plzeňský kraj
Pulečný,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj
Jiřetín pod Bukovou,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj
Nová Ves,CZ0513,Liberec,CZ051,Liberecký kraj
Dětřichov,CZ0513,Liberec,CZ051,Liberecký kraj
Kunžak,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Lásenice,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj
Bílý Potok,CZ0513,Liberec,CZ051,Liberecký kraj
Janův Důl,CZ0513,Liberec,CZ051,Liberecký kraj
